,heart_rate,tidal_volume_adjusted,cadence,step,activity,NN_interval,temperature_celcius,time,Activity
131,52,666,0,15,0,1.152,35.29404472,15:25:38,computer (files comparison W: vs LL)
132,51,666,0,15,0,1.163,35.29404472,15:25:39,computer (files comparison W: vs LL)
133,51,666,0,15,0,1.135,35.26938472,15:25:40,computer (files comparison W: vs LL)
134,51,666,0,15,0,1.152,35.26938472,15:25:41,computer (files comparison W: vs LL)
135,51,788,0,15,0,1.112,35.26938472,15:25:42,computer (files comparison W: vs LL)
136,50,788,0,15,0,1.107,35.29404472,15:25:43,computer (files comparison W: vs LL)
137,49,788,0,15,0,1.092,35.29404472,15:25:44,computer (files comparison W: vs LL)
138,49,788,0,15,0,1.059,35.29404472,15:25:45,computer (files comparison W: vs LL)
139,49,1115,0,15,0,1.092,35.29404472,15:25:46,computer (files comparison W: vs LL)
140,48,1115,0,15,0,1.171,35.29404472,15:25:47,computer (files comparison W: vs LL)
141,48,1115,0,15,0,1.216,35.29404472,15:25:48,computer (files comparison W: vs LL)
142,48,815,0,15,0.015625,1.264,35.29404472,15:25:49,computer (files comparison W: vs LL)
143,47,815,0,15,0,1.228,35.29404472,15:25:50,computer (files comparison W: vs LL)
144,47,815,0,15,0,1.148,35.31871338,15:25:51,computer (files comparison W: vs LL)
145,47,815,0,15,0,1.136,35.31871338,15:25:52,computer (files comparison W: vs LL)
146,47,1060,0,15,0,1.183,35.31871338,15:25:53,computer (files comparison W: vs LL)
147,48,1060,0,15,0,1.172,35.3433907,15:25:54,computer (files comparison W: vs LL)
148,48,1060,0,15,0,1.127,35.31871338,15:25:55,computer (files comparison W: vs LL)
149,48,1060,0,15,0,1.171,35.31871338,15:25:56,computer (files comparison W: vs LL)
150,48,883,0,15,0,1.155,35.31871338,15:25:57,computer (files comparison W: vs LL)
151,48,883,0,15,0,1.132,35.31871338,15:25:58,computer (files comparison W: vs LL)
152,49,883,0,15,0,1.148,35.31871338,15:25:59,computer (files comparison W: vs LL)
153,49,788,0,15,0,1.159,35.3433907,15:26:00,computer (files comparison W: vs LL)
154,49,788,0,15,0,1.123,35.3433907,15:26:01,computer (files comparison W: vs LL)
155,49,788,0,15,0,1.148,35.3433907,15:26:02,computer (files comparison W: vs LL)
156,49,856,0,15,0,1.167,35.3433907,15:26:03,computer (files comparison W: vs LL)
157,49,856,0,15,0,1.112,35.31871338,15:26:04,computer (files comparison W: vs LL)
158,49,856,0,15,0,1.159,35.3433907,15:26:05,computer (files comparison W: vs LL)
159,49,856,0,15,0,1.043,35.3433907,15:26:06,computer (files comparison W: vs LL)
160,49,734,0,15,0,1.039,35.3680767,15:26:07,computer (files comparison W: vs LL)
161,49,734,0,15,0.015625,1.02,35.3433907,15:26:08,computer (files comparison W: vs LL)
162,49,734,0,15,0,1.015,35.3680767,15:26:09,computer (files comparison W: vs LL)
163,49,734,0,15,0,1.008,35.3680767,15:26:10,computer (files comparison W: vs LL)
164,49,747,0,15,0,0.971,35.29404472,15:26:11,computer (files comparison W: vs LL)
165,49,747,0,15,0,1.112,35.3433907,15:26:12,computer (files comparison W: vs LL)
166,49,747,0,15,0,1.103,35.3680767,15:26:13,computer (files comparison W: vs LL)
167,49,747,0,15,0,1.08,35.3680767,15:26:14,computer (files comparison W: vs LL)
168,49,693,0,15,0,1.123,35.3927714,15:26:15,computer (files comparison W: vs LL)
169,49,693,0,15,0,1.139,35.3680767,15:26:16,computer (files comparison W: vs LL)
170,49,693,0,15,0,1.076,35.3927714,15:26:17,computer (files comparison W: vs LL)
171,49,720,0,15,0,1.104,35.3927714,15:26:18,computer (files comparison W: vs LL)
172,49,720,0,15,0,1.119,35.3927714,15:26:19,computer (files comparison W: vs LL)
173,49,720,0,15,0,1.115,35.3927714,15:26:20,computer (files comparison W: vs LL)
174,49,720,0,15,0,1.036,35.41747482,15:26:21,computer (files comparison W: vs LL)
175,49,625,0,15,0,1.079,35.3927714,15:26:22,computer (files comparison W: vs LL)
176,49,625,0,15,0,1.132,35.41747482,15:26:23,computer (files comparison W: vs LL)
177,48,625,0,15,0,1.028,35.3927714,15:26:24,computer (files comparison W: vs LL)
178,48,693,0,15,0,1.076,35.41747482,15:26:25,computer (files comparison W: vs LL)
179,48,693,0,15,0,1.047,35.41747482,15:26:26,computer (files comparison W: vs LL)
180,48,693,0,15,0,0.996,35.3927714,15:26:27,computer (files comparison W: vs LL)
181,48,693,0,15,0,1.015,35.41747482,15:26:28,computer (files comparison W: vs LL)
182,48,639,0,15,0,1.036,35.41747482,15:26:29,computer (files comparison W: vs LL)
183,49,639,0,15,0,1.06,35.41747482,15:26:30,computer (files comparison W: vs LL)
184,49,639,0,15,0,1.032,35.3927714,15:26:31,computer (files comparison W: vs LL)
185,48,598,0,15,0,1.043,35.44218698,15:26:32,computer (files comparison W: vs LL)
186,48,598,0,15,0,1.076,35.44218698,15:26:33,computer (files comparison W: vs LL)
187,48,598,0,15,0,1.055,35.44218698,15:26:34,computer (files comparison W: vs LL)
188,48,584,0,15,0,1.076,35.44218698,15:26:35,computer (files comparison W: vs LL)
189,48,584,0,15,0,1.079,35.44218698,15:26:36,computer (files comparison W: vs LL)
190,48,584,0,15,0,1.1,35.46690789,15:26:37,computer (files comparison W: vs LL)
191,48,584,0,15,0,1.112,35.46690789,15:26:38,computer (files comparison W: vs LL)
192,48,611,0,15,0,1.123,35.44218698,15:26:39,computer (files comparison W: vs LL)
193,48,611,0,15,0,1.096,35.46690789,15:26:40,computer (files comparison W: vs LL)
194,48,611,0,15,0,1.043,35.44218698,15:26:41,computer (files comparison W: vs LL)
195,48,611,0,15,0,1.095,35.46690789,15:26:42,computer (files comparison W: vs LL)
196,48,747,0,15,0,1.06,35.46690789,15:26:43,computer (files comparison W: vs LL)
197,48,747,0,15,0,1.019,35.49163757,15:26:44,computer (files comparison W: vs LL)
198,48,747,0,15,0,1.024,35.49163757,15:26:45,computer (files comparison W: vs LL)
199,48,734,0,15,0,1.059,35.46690789,15:26:46,computer (files comparison W: vs LL)
200,48,734,0,15,0,1.08,35.46690789,15:26:47,computer (files comparison W: vs LL)
201,48,734,0,15,0,1.111,35.49163757,15:26:48,computer (files comparison W: vs LL)
202,47,734,0,15,0,1.092,35.49163757,15:26:49,computer (files comparison W: vs LL)
203,47,775,0,15,0,1.091,35.49163757,15:26:50,computer (files comparison W: vs LL)
204,47,775,0,15,0,1.108,35.54112332,15:26:51,computer (files comparison W: vs LL)
205,47,775,0,15,0,1.119,35.49163757,15:26:52,computer (files comparison W: vs LL)
206,47,775,0,15,0,1.1,35.49163757,15:26:53,computer (files comparison W: vs LL)
207,47,843,0,15,0,1.063,35.49163757,15:26:54,computer (files comparison W: vs LL)
208,47,843,0,15,0,1.088,35.49163757,15:26:55,computer (files comparison W: vs LL)
209,47,843,0,15,0,1.108,35.54112332,15:26:56,computer (files comparison W: vs LL)
210,47,843,0,15,0,1.111,35.51637604,15:26:57,computer (files comparison W: vs LL)
211,47,652,0,15,0.015625,1.072,35.51637604,15:26:58,computer (files comparison W: vs LL)
212,47,652,0,15,0,1.079,35.51637604,15:26:59,computer (files comparison W: vs LL)
213,47,652,0,15,0,1.1,35.51637604,15:27:00,computer (files comparison W: vs LL)
214,48,652,0,15,0,1.144,35.51637604,15:27:01,computer (files comparison W: vs LL)
215,48,3454,0,15,0,1.135,35.54112332,15:27:02,computer (files comparison W: vs LL)
216,48,3454,0,15,0,1.088,35.51637604,15:27:03,computer (files comparison W: vs LL)
217,48,3454,0,15,0,1.135,35.54112332,15:27:04,computer (files comparison W: vs LL)
218,48,3454,0,15,0,1.096,35.56587942,15:27:05,computer (files comparison W: vs LL)
219,48,3454,0,15,0,1.123,35.54112332,15:27:06,computer (files comparison W: vs LL)
220,48,625,0,15,0,1.123,35.54112332,15:27:07,computer (files comparison W: vs LL)
221,48,625,0,15,0,1.132,35.54112332,15:27:08,computer (files comparison W: vs LL)
222,49,625,0,15,0,1.087,35.54112332,15:27:09,computer (files comparison W: vs LL)
223,49,666,0,15,0,1.127,35.56587942,15:27:10,computer (files comparison W: vs LL)
224,50,666,0,15,0,1.155,35.54112332,15:27:11,computer (files comparison W: vs LL)
225,50,666,0,15,0,1.132,35.54112332,15:27:12,computer (files comparison W: vs LL)
226,50,666,0,15,0.015625,1.083,35.56587942,15:27:13,computer (files comparison W: vs LL)
227,50,584,0,15,0,1.127,35.56587942,15:27:14,computer (files comparison W: vs LL)
228,50,584,0,15,0,1.136,35.56587942,15:27:15,computer (files comparison W: vs LL)
229,50,584,0,15,0,1.099,35.56587942,15:27:16,computer (files comparison W: vs LL)
230,50,584,0,15,0,1.096,35.56587942,15:27:17,computer (files comparison W: vs LL)
231,50,611,0,15,0,1.127,35.56587942,15:27:18,computer (files comparison W: vs LL)
232,50,611,0,15,0,1.127,35.59064437,15:27:19,computer (files comparison W: vs LL)
233,50,611,0,15,0,1.076,35.59064437,15:27:20,computer (files comparison W: vs LL)
234,50,611,0,15,0,1.1,35.59064437,15:27:21,computer (files comparison W: vs LL)
235,50,611,0,15,0,1.148,35.56587942,15:27:22,computer (files comparison W: vs LL)
236,49,979,0,15,0,1.192,35.61541817,15:27:23,computer (files comparison W: vs LL)
237,49,979,0,15,0,1.123,35.59064437,15:27:24,computer (files comparison W: vs LL)
238,49,979,0,15,0,1.127,35.59064437,15:27:25,computer (files comparison W: vs LL)
239,49,979,0,15,0,1.115,35.56587942,15:27:26,computer (files comparison W: vs LL)
240,49,979,0,15,0,1.096,35.61541817,15:27:27,computer (files comparison W: vs LL)
241,48,979,0,15,0,1.112,35.61541817,15:27:28,computer (files comparison W: vs LL)
242,48,1019,0,15,0,1.135,35.61541817,15:27:29,computer (files comparison W: vs LL)
243,48,1019,0,15,0,1.1,35.64020085,15:27:30,computer (files comparison W: vs LL)
244,48,1019,0,15,0,1.099,35.61541817,15:27:31,computer (files comparison W: vs LL)
245,47,1019,0,15,0,1.048,35.61541817,15:27:32,computer (files comparison W: vs LL)
246,47,1019,0,15,0,1.095,35.61541817,15:27:33,computer (files comparison W: vs LL)
247,47,856,0,15,0,1.108,35.61541817,15:27:34,computer (files comparison W: vs LL)
248,47,856,0,15,0,1.104,35.64020085,15:27:35,computer (files comparison W: vs LL)
249,47,856,0,15,0,1.059,35.64020085,15:27:36,computer (files comparison W: vs LL)
250,47,856,0,15,0,1.079,35.66499242,15:27:37,computer (files comparison W: vs LL)
251,47,856,0,15,0,1.088,35.64020085,15:27:38,computer (files comparison W: vs LL)
252,47,543,0,15,0,1.071,35.64020085,15:27:39,computer (files comparison W: vs LL)
253,47,543,0,15,0,1.088,35.64020085,15:27:40,computer (files comparison W: vs LL)
254,47,543,0,15,0,1.103,35.66499242,15:27:41,computer (files comparison W: vs LL)
255,47,543,0,15,0,1.104,35.66499242,15:27:42,computer (files comparison W: vs LL)
256,47,407,0,15,0,1.047,35.64020085,15:27:43,computer (files comparison W: vs LL)
257,47,407,0,15,0,1.079,35.66499242,15:27:44,computer (files comparison W: vs LL)
258,47,407,0,15,0,1.104,35.66499242,15:27:45,computer (files comparison W: vs LL)
259,48,407,0,15,0,1.079,35.66499242,15:27:46,computer (files comparison W: vs LL)
260,48,407,0,15,0,1.079,35.66499242,15:27:47,computer (files comparison W: vs LL)
261,48,707,0,15,0.015625,1.084,35.64020085,15:27:48,computer (files comparison W: vs LL)
262,48,707,0,15,0,1.079,35.66499242,15:27:49,computer (files comparison W: vs LL)
263,48,707,0,15,0,1.083,35.68979291,15:27:50,computer (files comparison W: vs LL)
264,48,707,0,15,0,1.119,35.66499242,15:27:51,computer (files comparison W: vs LL)
265,48,707,0,15,0,1.108,35.68979291,15:27:52,computer (files comparison W: vs LL)
266,48,1074,0,15,0,1.091,35.66499242,15:27:53,computer (files comparison W: vs LL)
267,48,1074,0,15,0,1.048,35.66499242,15:27:54,computer (files comparison W: vs LL)
268,48,1074,0,15,0,1.079,35.68979291,15:27:55,computer (files comparison W: vs LL)
269,49,1074,0,15,0,1.115,35.68979291,15:27:56,computer (files comparison W: vs LL)
270,49,1074,0,15,0,1.079,35.68979291,15:27:57,computer (files comparison W: vs LL)
271,49,788,0,15,0,1.115,35.68979291,15:27:58,computer (files comparison W: vs LL)
272,49,788,0,15,0,1.124,35.68979291,15:27:59,computer (files comparison W: vs LL)
273,49,788,0,15,0,1.095,35.71460233,15:28:00,computer (files comparison W: vs LL)
274,49,788,0,15,0,1.104,35.71460233,15:28:01,computer (files comparison W: vs LL)
275,48,856,0,15,0,1.112,35.71460233,15:28:02,computer (files comparison W: vs LL)
276,48,856,0,15,0,1.076,35.71460233,15:28:03,computer (files comparison W: vs LL)
277,48,856,0,15,0,1.067,35.71460233,15:28:04,computer (files comparison W: vs LL)
278,48,856,0,15,0,1.088,35.71460233,15:28:05,computer (files comparison W: vs LL)
279,48,856,0,15,0,1.123,35.71460233,15:28:06,computer (files comparison W: vs LL)
280,48,856,0,15,0,1.127,35.71460233,15:28:07,computer (files comparison W: vs LL)
281,48,1019,0,15,0,1.176,35.73942069,15:28:08,computer (files comparison W: vs LL)
282,48,1019,0,15,0,1.192,35.73942069,15:28:09,computer (files comparison W: vs LL)
283,48,1019,0,15,0,1.152,35.71460233,15:28:10,computer (files comparison W: vs LL)
284,47,1019,0,15,0,1.195,35.76424803,15:28:11,computer (files comparison W: vs LL)
285,47,1019,0,15,0,1.159,35.73942069,15:28:12,computer (files comparison W: vs LL)
286,47,883,0,15,0,1.136,35.73942069,15:28:13,computer (files comparison W: vs LL)
287,47,883,0,15,0,1.163,35.73942069,15:28:14,computer (files comparison W: vs LL)
288,47,883,0,15,0,1.152,35.73942069,15:28:15,computer (files comparison W: vs LL)
289,47,883,0,15,0,1.091,35.73942069,15:28:16,computer (files comparison W: vs LL)
290,47,883,0,15,0,1.123,35.73942069,15:28:17,computer (files comparison W: vs LL)
291,47,883,0,15,0,1.14,35.73942069,15:28:18,computer (files comparison W: vs LL)
292,47,843,0,15,0,1.083,35.73942069,15:28:19,computer (files comparison W: vs LL)
293,47,843,0,15,0,1.128,35.78908435,15:28:20,computer (files comparison W: vs LL)
294,47,843,0,15,0,1.135,35.73942069,15:28:21,computer (files comparison W: vs LL)
295,47,843,0,15,0,1.083,35.76424803,15:28:22,computer (files comparison W: vs LL)
296,47,843,0,15,0,1.112,35.73942069,15:28:23,computer (files comparison W: vs LL)
297,47,843,0,15,0,1.095,35.76424803,15:28:24,computer (files comparison W: vs LL)
298,47,843,0,15,0,1.124,35.76424803,15:28:25,computer (files comparison W: vs LL)
299,46,843,0,15,0,1.095,35.76424803,15:28:26,computer (files comparison W: vs LL)
300,46,843,0,15,0,1.127,35.78908435,15:28:27,computer (files comparison W: vs LL)
301,46,843,0,15,0,1.104,35.76424803,15:28:28,computer (files comparison W: vs LL)
302,47,843,0,15,0,1.115,35.76424803,15:28:29,computer (files comparison W: vs LL)
303,47,843,0,15,0,1.119,35.76424803,15:28:30,computer (files comparison W: vs LL)
304,47,815,0,15,0,1.06,35.78908435,15:28:31,computer (files comparison W: vs LL)
305,47,815,0,15,0,1.095,35.78908435,15:28:32,computer (files comparison W: vs LL)
306,47,815,0,15,0.015625,1.12,35.76424803,15:28:33,computer (files comparison W: vs LL)
307,47,815,0,15,0,1.024,35.78908435,15:28:34,computer (files comparison W: vs LL)
308,48,815,0,15,0,1.047,35.78908435,15:28:35,computer (files comparison W: vs LL)
309,48,489,0,15,0,1.043,35.78908435,15:28:36,computer (files comparison W: vs LL)
310,48,489,0,15,0,1.024,35.76424803,15:28:37,computer (files comparison W: vs LL)
311,48,489,0,15,0,1.003,35.78908435,15:28:38,computer (files comparison W: vs LL)
312,48,584,0,15,0,0.916,35.81392967,15:28:39,computer (files comparison W: vs LL)
